,0,1,2,3,4,5,6
62,-7.25849405285,-18.1297682983,-26.5736977178,-29.3005497943,-57.2487676481,-39.1447037961,-59.1473077782
63,-7.07546483566,-16.9706740466,-24.6894280483,-28.3436010818,-55.3977870896,-40.1339234736,-55.0687686769
64,-7.2750779212,-20.5616100305,-30.1948168671,-29.382979808,-62.5515128843,-40.1546426483,-59.1724585204
65,-7.0687870917,-16.4237094878,-27.2088288308,-30.928392327,-60.6493586028,-39.1844562647,-60.1552157314
66,-7.27681174561,-20.9038256187,-25.9586839576,-32.8745896621,-62.8193226334,-43.6225274061,-62.5049112437
67,-7.19304630662,-17.6206750596,-26.040033064,-27.889462075,-55.7990015814,-37.9718322126,-54.936137018
68,-7.32450076994,-20.7849057506,-27.4952007334,-31.7780064001,-63.2485998601,-44.5783205255,-61.4275397083
69,-7.35566730312,-21.8614227418,-27.7287564226,-34.3860777146,-65.9375198119,-45.4319413384,-65.6763428043
70,-7.02817076975,-19.7171502622,-25.4453495781,-29.0067354631,-56.3182584704,-39.2517265755,-57.1580694529
71,-7.2323464073,-16.7656019863,-26.1161521971,-29.604053753,-57.5358283082,-38.7624673967,-58.4708214247
72,-6.98639061829,-17.6115544853,-24.7796024587,-25.937376393,-51.341744932,-34.7567114688,-52.5129290475
73,-7.19118250983,-17.4814625947,-26.3730994339,-27.9478315786,-55.1697042352,-36.8534061837,-56.1872273702
74,-7.0280103046,-15.4778907569,-25.2906671975,-26.9646423281,-54.2970023595,-35.0182278807,-53.1393800473
75,-7.19837404065,-19.0297839837,-26.294872565,-28.258492103,-57.2706822584,-37.8662573092,-55.5509638607
76,-7.20206036204,-17.2509934501,-24.7419557605,-27.0984265535,-56.184433694,-36.3379955725,-53.0195080666
77,-7.25051014492,-18.3640595024,-26.2119666749,-29.6576050046,-59.806508445,-40.4163897315,-57.598394512
78,-7.24303453928,-19.2424207941,-26.6679729704,-28.9966573253,-57.0517934805,-39.0775541372,-57.3403720229
79,-7.17479889344,-19.917871645,-30.4840513271,-28.7619531084,-58.5653579053,-40.1881073823,-58.9821560581
80,-7.22823170403,-20.8554586744,-26.5181049404,-30.4328352762,-58.9083083326,-41.1610982875,-64.9288973958
81,-7.31515741139,-20.8989859335,-29.0346333857,-32.6014819778,-65.3750508547,-43.337205541,-63.4296512287
82,-7.17641286079,-18.3932419121,-25.2096062749,-30.978669613,-59.0737729391,-41.9805987049,-62.1982098794
83,-7.2261569352,-17.7925294052,-27.8244630616,-32.3336737302,-62.7730892483,-41.3739599786,-62.7459114553
84,-7.19065281277,-22.008832173,-26.0523931366,-29.9650520736,-58.1563352064,-46.1029676913,-58.5660438205
85,-7.12501648823,-15.6570218425,-24.7665452858,-25.4605100916,-50.7465617351,-33.2890217176,-51.1898578394
86,-7.2423068084,-17.9687479631,-27.5152010137,-30.3813693178,-59.7576596107,-40.0880770846,-59.6062199568
87,-7.29472808523,-18.3744635866,-26.545637257,-29.443446933,-57.4421321253,-38.6404670402,-59.8366413737
88,-7.11182495933,-17.6550411602,-25.2277458662,-27.9397071465,-56.0730510877,-36.8399233097,-54.5464994377
89,-7.24595171776,-21.9471575973,-28.9901194,-29.8049221113,-63.2554829924,-40.934000687,-59.2025937393
90,-7.19039101904,-16.819816023,-26.0676435498,-28.7779736351,-56.2085225768,-37.1982216161,-58.2887280549
91,-7.16627987725,-21.456186671,-26.6259439898,-29.7558088418,-58.006779463,-41.3061540905,-59.0357787927
92,-7.11605476424,-15.6683503384,-25.7902882509,-27.8333765375,-58.3270660931,-37.0898961567,-54.645525952
93,-7.14790525526,-17.2511501767,-27.0667618496,-29.025129999,-57.1220272249,-37.837678558,-58.2382041518
94,-7.10110213142,-19.2194417967,-26.6729265196,-30.4990831741,-63.4056018283,-40.8878780373,-59.0851763813
95,-7.23073215883,-17.5706402796,-27.8787144148,-30.3408856539,-59.5566743852,-39.7203654345,-60.2783820746
96,-7.16696428357,-16.8027372331,-32.826087639,-27.8836283806,-58.6765029334,-36.395757501,-58.5077831853
97,-7.31756698746,-21.413962164,-26.4311482989,-29.9699862478,-59.5161102885,-41.6891363146,-58.2056603616
98,-7.18183026927,-17.699193096,-28.273530375,-27.0986153908,-54.8790665255,-36.3111413614,-55.6647840667
99,-7.03930398889,-15.5957756511,-25.6611068122,-28.9250962241,-57.0078395299,-37.0290400225,-56.3336109347
100,-7.15235088137,-17.4423809183,-26.447875742,-29.2592942824,-58.266172658,-38.0761981303,-57.1653377329
101,-7.2323464073,-16.7656019863,-26.1161521971,-29.604053753,-57.5358283082,-38.7624673967,-58.4708214247
102,-7.21220404829,-18.0599881044,-25.7915116929,-28.2295304234,-55.6443276035,-37.2779388738,-55.5348980429
103,-7.15152006226,-18.8848295702,-26.4272878802,-29.8525298725,-58.7492777223,-39.3336952587,-58.1167328782
104,-7.18912218086,-22.5109206459,-26.7170022563,-29.8815100736,-58.1899157232,-41.4986795275,-60.1857892778
105,-7.20905103297,-17.1142248438,-24.4737051146,-26.7469236248,-52.3668558347,-35.37266132,-54.3375333879
106,-7.23521492001,-21.0648715069,-28.4360754843,-31.4989058354,-62.7208479149,-42.2297571653,-61.5088255904
107,-7.22392255205,-20.1458829313,-29.4966340598,-29.6991022277,-60.1857246447,-40.1102257654,-59.3895685089
108,-7.23066317588,-19.3985779172,-26.922514427,-28.952687231,-57.7052538414,-38.67451002,-56.999330608
109,-7.12367329012,-16.8951732764,-25.3320011426,-28.2056796685,-55.3859144786,-36.8387148023,-55.2637200802
110,-7.05093230019,-15.4185965496,-25.5537006171,-27.9648893142,-54.7551557483,-36.3589312116,-56.1303609245
111,-7.12545823007,-16.2118538916,-27.51586522,-30.2740294156,-59.1689979749,-39.1792694821,-64.2021912074
112,-7.1094851523,-15.9655191724,-23.8084438451,-26.3999563321,-51.5121589144,-34.4728611879,-53.5755797802
113,-7.13736630437,-17.0377133901,-24.5406173481,-26.4643569208,-57.5727644564,-35.6874514514,-51.9668508119
114,-7.13098151678,-17.0808412149,-24.5017566681,-26.4288762923,-54.9649342717,-35.7326227496,-51.8952697967
115,-7.21204286503,-18.7965989225,-27.6064010083,-30.662540442,-63.2945638191,-40.0624872987,-59.7974695553
116,-6.75609766027,-14.7171816387,-22.5814840783,-24.1117234183,-47.6915719924,-32.0785378288,-47.9516838977
117,-7.20593115408,-19.2827571097,-25.9430507914,-30.0328580638,-58.684952827,-39.8876561772,-58.1747088805
118,-7.17023755081,-17.4867892593,-28.3512192947,-28.820326554,-58.3014125851,-37.997009133,-57.4973736594
119,-7.29325603284,-20.0822545934,-29.0167105554,-30.7085358481,-60.8471600942,-40.8489396409,-60.9999292901
120,-7.13241189613,-16.2417800642,-26.5662297681,-27.6015801764,-56.1630728015,-38.5653334598,-54.7122222112
121,-6.70504273289,-14.2304382347,-23.6981447675,-25.5757059995,-50.2138223623,-32.8860880152,-53.2331428148
122,-7.11264427624,-15.9987514077,-26.0003132396,-26.9625480563,-53.4941075781,-34.9820766628,-54.618839216
123,-7.14518351418,-23.0798759325,-28.2607696057,-30.8431272364,-60.6280531413,-45.1576890747,-60.888882489
124,-7.14015401735,-19.1210457355,-29.3098866,-30.0998387353,-61.4076434228,-40.652655031,-59.8253849025
125,-7.31176496669,-21.5245903808,-28.0274839511,-31.2514163194,-63.6108568279,-42.2317218831,-60.8930409597
126,-7.31606422322,-20.3024627963,-27.9012489704,-30.9923445267,-60.4391433146,-41.9479019415,-66.6440016273
127,-7.17731367841,-23.160329578,-27.9584682944,-28.4008706008,-56.7647400889,-40.2551306481,-57.1691086658
128,-7.29472808523,-18.3744635866,-26.545637257,-29.443446933,-57.4421321253,-38.6404670402,-59.8366413737
129,-7.15106215888,-17.0541611919,-25.8921408779,-27.8425787174,-54.7620064175,-38.1082910644,-55.8667762727
130,-7.23881190903,-17.5455452654,-27.9705979533,-30.437510027,-59.7331325924,-39.7414839783,-60.5354097416
131,-7.014419468,-15.3422293212,-23.8147830447,-26.0751197018,-51.042646458,-33.7719232947,-52.5801903172
132,-7.21031116118,-17.5823278077,-29.6089191285,-29.8820323715,-59.8555013405,-39.3508558289,-60.1298265751
133,-7.12684216983,-17.0941980965,-24.9886950756,-27.504873325,-54.2705212601,-36.0881032646,-53.9703357873
134,-7.2032623876,-17.8373476251,-28.0241885367,-31.3797842424,-61.1957463966,-42.8805541121,-61.876987575
135,-7.31348596851,-19.552057901,-26.3901733256,-29.9376533438,-59.5425996132,-40.4671667779,-58.1303912538
136,-7.17706699698,-25.1525516161,-27.3589363294,-28.5367054926,-56.6163846121,-42.4017589712,-57.2154479297
137,-7.2347402811,-22.2897810596,-28.3057850261,-30.3058231903,-59.7205943176,-42.6174345152,-60.4269031346
138,-7.2361948334,-16.1917696313,-26.6336271312,-29.3989439331,-57.4525353438,-37.4970276517,-58.7314950235
139,-7.21322458682,-21.852451855,-27.1890786471,-28.599783394,-59.3177827237,-39.8239568482,-56.4959813344
140,-7.19933451359,-20.5343975565,-25.5124921777,-31.7982610609,-60.671383697,-42.9960731013,-60.9742051916
141,-7.14805913539,-23.1477524443,-28.0803224061,-31.035993916,-60.6140828626,-45.8397603059,-62.215255643
142,-7.21462257766,-19.3861959345,-25.1332143729,-27.553821594,-55.5681013724,-38.3790792833,-53.9153516551
143,-6.88616373521,-14.6253375077,-24.1152034893,-25.8350861977,-50.9424246229,-33.2732653951,-51.5400427785
144,-6.79160289804,-14.1132027576,-25.2240899042,-26.1240214141,-51.8555544331,-33.4296840836,-52.9081489645
145,-7.03834308151,-15.5317265575,-24.1509120921,-26.1674412825,-51.3304423144,-33.9418016308,-53.7651394253
146,-7.19162027068,-17.4580580319,-26.5218889897,-27.9728458952,-55.2674057795,-36.8902717598,-56.4238111531
147,-7.18925117316,-17.0781058352,-27.4238256421,-31.591297441,-63.0931429372,-41.5195066784,-61.1082089757
148,-7.10181009416,-16.484904078,-24.8842396707,-30.0344640435,-58.1972602876,-38.3158299436,-57.634271127
149,-6.69210109606,-14.2036761833,-23.4854115255,-24.9053519584,-49.10106181,-32.0247958253,-52.7654055796
150,-7.11605476424,-15.6683503384,-25.7902882509,-27.8333765375,-58.3270660931,-37.0898961567,-54.645525952
151,-7.12149037373,-16.1429752377,-27.2435628746,-27.6275666071,-55.4123866645,-35.729411311,-55.4070375186
152,-7.18252136636,-17.5601003069,-26.7759137474,-29.3582880697,-57.4289420696,-38.4340922196,-59.900559502
153,-7.33951423611,-18.2530001632,-27.2121836121,-30.9873915333,-60.1213791075,-40.2247664885,-61.4453728476
154,-7.213385096,-19.2334762326,-25.9788520352,-29.6139005895,-57.4986833153,-39.4248737319,-58.3201607608
155,-6.98639061829,-17.6115544853,-24.7796024587,-25.937376393,-51.341744932,-34.7567114688,-52.5129290475
156,-7.11524049435,-17.9636923219,-30.4806238775,-29.9025430998,-60.2328229514,-39.8225573748,-60.8030332367
157,-7.23716269061,-21.0835704834,-26.4232431993,-29.5984090419,-57.8335560581,-41.0021137526,-58.1179745506
158,-7.16760113709,-17.1588376209,-24.6094619789,-28.4396354132,-55.341253949,-38.6295268414,-55.2820150486
159,-7.01311925332,-16.1647228247,-23.8867849682,-24.1875289833,-48.4585985272,-32.2699810247,-48.7169212864
160,-7.16114162956,-18.465449858,-24.3979863225,-27.6309523235,-54.1921507739,-37.1503438678,-53.8494477071
161,-7.21448822963,-19.5378439806,-26.1115295451,-29.4702701648,-57.3038400231,-39.4350626207,-58.5129092653
162,-7.31515741139,-20.8989859335,-29.0346333857,-32.6014819778,-65.3750508547,-43.337205541,-63.4296512287
163,-7.23021497509,-18.5535363252,-26.3902810011,-30.3281278742,-58.6889891882,-39.6633419835,-61.5429974887
164,-6.88616373521,-14.6253375077,-24.1152034893,-25.8350861977,-50.9424246229,-33.2732653951,-51.5400427785
165,-7.20118646183,-18.7740736442,-27.630819184,-30.5965120401,-60.8105213339,-40.0292242884,-59.7688531668
166,-7.11456677823,-19.952214536,-26.1341825461,-28.4527812095,-55.7625216338,-38.6179471872,-57.4673650278
167,-6.86923413349,-15.097010268,-22.261352094,-24.4179459575,-50.1955216793,-32.4298761409,-47.7614238972
168,-7.21917387668,-17.5081003441,-27.2868110575,-28.3986665533,-56.4096962647,-37.2020012341,-56.8676499003
169,-7.17244228747,-21.0135142996,-26.6065222595,-29.5410082139,-58.3855232635,-40.9373317267,-57.7352107685
170,-7.07544599105,-19.3467588777,-26.1466101876,-27.3930504463,-54.1639822066,-37.0735804683,-57.2224247212
171,-7.21065327896,-16.6436920911,-26.8328868593,-28.9418540711,-57.9303363989,-37.2957789974,-56.8878044842
172,-7.20526626252,-16.9813171328,-25.8092439635,-28.7788847815,-57.0081529564,-38.4385828632,-56.1566030801
173,-7.25494698062,-17.2868261243,-25.2546587452,-27.9422269937,-54.7770230154,-37.182901914,-55.0288403449
174,-6.9775309328,-16.6092135325,-23.5970225689,-24.9230172784,-49.7063944645,-34.3798658124,-49.3992673259
175,-7.24929631617,-18.1388066416,-27.3583967336,-29.694460907,-58.2210017477,-38.9148986757,-62.4227868071
176,-7.11052011784,-16.0778626104,-25.9495014268,-28.1035958951,-55.3749496495,-36.1477234837,-55.6046357842
177,-7.10407979413,-20.2921414643,-25.2096292521,-25.8802261391,-51.8078672845,-36.7368649866,-51.7380245864
178,-7.21600680394,-18.8956262605,-26.2433236708,-29.8745333656,-57.9675891265,-39.9301716546,-59.2926845174
179,-7.2786071828,-17.1257003372,-26.5352681975,-29.222887072,-57.2409182428,-40.5779005733,-57.810067749
180,-6.94894782159,-16.5425906169,-24.6958527965,-25.4373090076,-51.4194467537,-33.709955274,-50.5912065137
181,-7.33228090355,-21.4227903799,-28.2737457708,-32.2166993907,-62.8392495326,-43.0941175976,-62.7795240954
182,-7.24354108003,-16.2451082014,-26.8158347886,-29.6509020824,-57.9241553928,-37.7756201333,-59.1683858558
183,-7.23992689139,-18.4457368094,-26.1439594454,-31.2560170275,-60.7497422471,-40.5208323231,-60.0703606399
184,-7.23436669675,-19.4504011923,-26.6285399385,-28.9246771186,-56.7582553008,-38.6805878298,-57.8155447226
185,-7.20893750848,-20.1012566945,-28.7936747069,-31.6768034982,-62.1242492172,-41.7593716853,-62.4429227347
186,-7.13908416642,-17.5679824901,-27.8827102774,-28.7618852695,-57.9101280954,-37.6697757286,-57.1905861614
187,-7.1230971062,-15.7590788381,-24.6860320251,-27.0937199847,-52.9895919347,-34.9911549998,-55.1983533059
188,-7.08212704116,-16.0635366398,-25.7257183078,-27.10860446,-53.525776494,-35.1416017946,-58.9041715615
189,-6.93858944202,-14.969095836,-25.6290528035,-26.9526544246,-54.5269211434,-35.2172791106,-53.2834512698
190,-7.26761530883,-18.1486682331,-27.354919218,-31.6035751456,-61.4498087768,-40.6797464555,-61.4097838424
191,-7.1772765056,-18.1663531806,-24.1190354211,-26.1664996926,-51.319622,-35.2508710021,-53.2530170399
192,-7.20026561757,-17.5742479152,-27.2564012957,-29.7366255514,-58.2657170657,-38.5629072056,-59.6148236281
193,-7.2230940541,-19.8029636327,-26.0386426058,-29.5202932112,-57.5569361793,-44.7933404357,-57.7552747054
194,-7.1872389183,-18.5325269734,-25.7555536119,-27.9202841552,-54.7941787765,-37.9277576185,-56.0919647263
195,-7.30187796871,-21.2552622043,-27.140522674,-31.7045864625,-61.1745653279,-42.9555545654,-62.3284024726
196,-7.09088924264,-17.1221401712,-28.0655344207,-27.1296664749,-55.5662317374,-35.7354763811,-54.8306315747
197,-6.92683006582,-15.4100491776,-22.8946219302,-24.8387020701,-48.7278008411,-32.5587797769,-50.2684939705
198,-7.1484197303,-16.159221549,-25.2587946484,-27.360620685,-54.0051111835,-35.9469506558,-54.0289774733
199,-7.26456442805,-19.5678989021,-26.7131964426,-30.3593722401,-59.1321778116,-41.0540152181,-59.3835490647
200,-7.31002250271,-22.5534519785,-32.0608329427,-31.175245123,-63.093960123,-42.5148303224,-63.1903983445
201,-7.12707549415,-19.3182206811,-27.3907262737,-29.3010064352,-57.936034998,-39.0255764154,-58.0583154601
202,-7.33053432694,-19.705961667,-31.5159542972,-29.3721536005,-60.1506313408,-39.3193671469,-60.175233542
203,-7.33720819165,-20.9867831521,-31.5413653955,-31.1986350298,-62.6428085778,-43.259567334,-63.5593652085
204,-7.25646351784,-18.1626716991,-25.4917133155,-27.0738134218,-53.365458131,-36.1577048708,-55.3763386806
205,-7.31247505074,-21.5411722028,-31.6779228378,-30.769501252,-62.2119907855,-41.5863038007,-62.5118962127
206,-7.29191974811,-20.2600581807,-29.4231457684,-31.7677164201,-64.23170042,-42.4445406031,-62.3752031678
207,-7.24965910308,-22.817668401,-31.6455843314,-33.71909302,-66.4033178023,-46.0031432078,-69.1924211564
208,-7.25520957807,-18.6136286201,-28.6411336926,-27.3313739585,-55.3191815531,-36.8746647287,-58.2053667353
209,-7.26378493923,-21.439334263,-28.7354354793,-28.7490269761,-58.3702796923,-39.6817281044,-57.5858599288
210,-7.25274460847,-21.7900302745,-28.4531659798,-29.8698097876,-59.1682113923,-43.1161257291,-59.7458219654
211,-7.29138978135,-21.9422344996,-29.6271847829,-29.5552966594,-59.3956919842,-40.8528223948,-59.6142194253
212,-7.33354783533,-22.0813376017,-30.6376433869,-32.470114087,-64.1761415173,-43.5156992089,-64.6930144596
213,-7.20912737026,-21.3657410402,-30.0820948056,-29.18689035,-59.9578092301,-39.910873637,-58.8757426092
214,-7.25199959123,-20.4053754168,-26.656711038,-27.83464853,-55.2277336759,-38.4830648602,-55.7629324809
215,-7.26600523284,-19.0583905258,-26.9121181916,-29.3240806064,-57.9945049706,-38.9495576812,-57.6434099566
216,-7.36610563036,-23.1171861429,-28.8537297152,-33.1369426887,-64.2539487769,-44.8071453783,-64.8985290976
217,-6.9950178614,-17.7699506198,-26.8196309359,-25.5156103331,-51.6839564853,-34.426360281,-54.951332603
218,-7.35010241588,-20.2107092713,-29.6209522982,-34.7594817092,-66.9720229558,-44.8667691731,-68.5152867461
219,-7.17666551613,-20.8355757688,-28.0848961626,-28.782900672,-57.6574804102,-40.2734575567,-57.4842029574
220,-7.345059858,-23.2072351645,-28.3565408485,-32.0569194478,-64.5173456334,-44.7800525435,-62.2691938114
221,-7.22493743542,-21.1366194325,-27.9297335408,-30.7743532312,-60.1381423597,-41.3746780773,-62.007816624
222,-7.25080068137,-21.5962393763,-26.6002969794,-29.3025691892,-58.4261360356,-40.1136303166,-57.3044195676
223,-7.16277214994,-19.322974775,-26.7912775436,-26.8273616087,-53.6765506497,-36.590843386,-54.9209821386
224,-7.24751420248,-21.4542698137,-26.504514283,-29.185080331,-57.3271818763,-40.0088311028,-57.4311115769
225,-7.33698568854,-20.965725206,-32.3892206965,-33.963622333,-67.9530469406,-45.9336783165,-67.249565859
226,-7.23900587859,-21.0704750287,-28.4175747317,-29.7472842635,-58.8362508405,-41.0701179997,-61.0015375433
227,-7.3345145354,-20.578103211,-31.3916478412,-32.1340717628,-64.3367929431,-43.9212041071,-64.1649160433
228,-7.29096656836,-24.2452985996,-32.1650994555,-35.4353222861,-70.3907692527,-47.5917401576,-69.2877771563
229,-7.35203512302,-20.0133638689,-31.5425919779,-33.0727334918,-65.4586052786,-43.0794707237,-66.3466024872
230,-7.33652331067,-21.0670283064,-32.2653242098,-31.1162662133,-63.2975884072,-42.680555309,-63.0419958381
231,-7.28854933214,-24.6370474442,-30.1533502474,-35.4926226909,-69.1024722856,-48.4296591137,-68.4317463381
232,-7.22658960478,-19.3956046102,-29.3444588856,-28.6652481082,-57.9955924833,-39.1449121156,-58.0386861524
233,-7.22997585369,-19.4595116891,-26.1415173775,-27.3623992094,-54.2347811551,-37.103550314,-54.8851574935
234,-7.36940917771,-21.1582783546,-27.8351670384,-34.9765757413,-66.5923862277,-45.9866981325,-66.9176445046
235,-7.36451650476,-20.6482647462,-30.3587019853,-34.1604061515,-66.8722986168,-45.069147624,-66.6792821539
236,-7.10433504667,-19.6249439055,-26.9684700364,-27.7606469285,-55.3741921367,-37.8703956192,-55.5931474658
237,-7.16336778844,-23.6123069052,-28.1639680542,-27.9193411079,-56.2371792414,-39.7788456357,-56.3895183072
238,-7.33383226924,-18.8537724163,-28.3582810252,-32.6619768226,-64.0268095081,-42.5175418681,-63.2719248505
239,-7.30153833467,-21.098981755,-29.1645778898,-29.6371889332,-59.5827488591,-41.390578314,-59.2431358886
240,-7.24338953053,-19.5479596228,-27.8702399868,-28.0349102006,-56.0986926986,-37.8137329226,-56.7936643972
241,-7.27127609487,-20.5228353384,-26.6617699959,-28.2112986203,-55.7145823367,-38.8855785084,-56.68766773
242,-7.29238681329,-21.2432933604,-27.0126179344,-29.0598679308,-59.1799237016,-41.0576928884,-57.1039159634
