-7.116054764241232,-15.668350338371258,-25.79028825089647,-27.833376537462847,-58.32706609305446,-37.089896156738526,-54.645525952021295
-7.216006803943867,-18.895626260504034,-26.24332367075822,-29.874533365641934,-57.96758912649205,-39.9301716546457,-59.2926845174074
-7.1708008761363535,-16.89166831979006,-27.75030040998981,-28.510615064344318,-58.03159837569791,-37.03866610872294,-56.673061250263714
-7.125458230070457,-16.211853891589264,-27.515865219968454,-30.274029415603295,-59.16899797486486,-39.1792694821487,-64.20219120739384
-7.211766019771455,-16.865473681333658,-23.6628835309197,-28.046528277082253,-54.15552138317653,-36.48270160476494,-54.36107272725387
-7.031151323942554,-16.376884462012686,-30.17644444168363,-29.532332022006955,-62.93990566913267,-38.544598075014136,-59.3871303545031
-7.239623163305445,-18.31877746497581,-26.26762992664856,-29.52735446856453,-59.08800391997184,-38.75054345796941,-57.443139896202496
-7.219038998289258,-17.145618399051315,-25.37595700999573,-29.825550251937255,-59.79993931337397,-39.035316422765476,-57.43066047737962
-7.202060362042962,-17.25099345005384,-24.74195576045076,-27.098426553456267,-56.18443369395762,-36.33799557252849,-53.019508066633854
-7.199334513587396,-20.53439755651891,-25.512492177736142,-31.798261060932173,-60.671383696986176,-42.996073101347655,-60.97420519163608
-7.324500769939763,-20.784905750596145,-27.49520073343531,-31.77800640012373,-63.248599860102956,-44.57832052553031,-61.42753970827651
-7.2932560328416765,-20.082254593399732,-29.016710555375592,-30.708535848130705,-60.847160094166036,-40.84893964094498,-60.99992929009496
-6.8827276162076645,-14.773272357874555,-24.16616153566841,-26.49043517291853,-51.98752789176477,-34.08481487463661,-52.443722116620485
-6.960094577299538,-15.928139489146877,-24.582097088282026,-26.27551380158911,-52.09839490383149,-34.395609097347524,-52.00751470315679
-7.101810094159788,-16.484904077997726,-24.884239670727112,-30.03446404345894,-58.19726028759225,-38.31582994357198,-57.63427112701248
-7.201186461825023,-18.774073644166695,-27.630819184034745,-30.596512040122857,-60.810521333936556,-40.029224288407704,-59.76885316684369
-7.123097106197173,-15.759078838050915,-24.686032025139472,-27.09371998473587,-52.989591934743636,-34.99115499984836,-55.19835330592301
-7.245951717758356,-21.947157597277332,-28.99011940000856,-29.804922111322515,-63.25548299240638,-40.93400068696021,-59.20259373931996
-6.756097660266017,-14.717181638673994,-22.581484078255077,-24.111723418271353,-47.69157199238403,-32.07853782875704,-47.95168389773761
-7.014419467996819,-15.342229321226114,-23.81478304471955,-26.075119701849992,-51.04264645796346,-33.771923294694616,-52.58019031720208
-7.170237550810312,-17.48678925933109,-28.351219294724693,-28.82032655396086,-58.30141258505562,-37.99700913297045,-57.497373659369906
-7.243541080026822,-16.245108201443855,-26.815834788591953,-29.650902082357234,-57.92415539276106,-37.7756201332666,-59.168385855812346
-7.189122180856806,-22.510920645928483,-26.71700225631059,-29.881510073581474,-58.18991572315147,-41.49867952750231,-60.185789277754964
-6.999259746209652,-16.145664065926194,-24.202323683513086,-27.33009576257689,-53.136162711967465,-35.81492689709101,-54.380753908079484
-7.2584940528498425,-18.129768298286507,-26.57369771779478,-29.300549794322656,-57.24876764807327,-39.1447037961391,-59.147307778183986
-7.166279877254321,-21.45618667102267,-26.625943989845993,-29.755808841819086,-58.006779463023584,-41.306154090548034,-59.03577879274731
-7.039093383051566,-18.38421710633807,-25.545186242507686,-27.368507520936166,-55.70024287340749,-36.638114619777774,-53.83725643992727
-7.116054764241232,-15.668350338371258,-25.79028825089647,-27.833376537462847,-58.32706609305446,-37.089896156738526,-54.645525952021295
-6.869234133491202,-15.097010268009889,-22.261352094022904,-24.417945957529138,-50.19552167926859,-32.42987614090754,-47.761423897170616
-7.101810094159788,-16.484904077997726,-24.884239670727112,-30.03446404345894,-58.19726028759225,-38.31582994357198,-57.63427112701248
-7.1903910190424885,-16.819816022959603,-26.067643549780836,-28.77797363510263,-56.20852257677923,-37.19822161607127,-58.288728054948514
-7.230214975092353,-18.553536325168068,-26.39028100113541,-30.328127874164647,-58.6889891882487,-39.66334198353053,-61.542997488692826
-7.215849220999094,-19.78302267032226,-27.23404290154422,-28.516892379884275,-60.64428669214461,-38.682303896644996,-56.39246137379241
-7.214488229626348,-19.53784398055193,-26.111529545081932,-29.47027016483802,-57.30384002308208,-39.43506262073723,-58.51290926534452
-7.200265617567671,-17.574247915212844,-27.25640129565971,-29.736625551401374,-58.2657170657141,-38.56290720557608,-59.61482362805879
-7.104079794132263,-20.292141464329486,-25.209629252059266,-25.880226139136617,-51.80786728452767,-36.73686498660097,-51.73802458640824
-7.205266262519289,-16.981317132824703,-25.809243963456456,-28.778884781481626,-57.00815295639822,-38.43858286317754,-56.156603080096225
-7.1669642835704,-16.802737233121693,-32.82608763904779,-27.883628380639486,-58.676502933353454,-36.39575750098461,-58.507783185306344
-7.148419730300299,-16.15922154895909,-25.258794648413154,-27.360620684985804,-54.00511118346694,-35.9469506557656,-54.02897747332653
-7.158629630563055,-17.805623021558247,-24.66629030478861,-27.87025770628659,-54.20139340775012,-38.09992827147414,-55.20646884775198
-7.238811909029944,-17.545545265361397,-27.970597953301578,-30.437510027002578,-59.73313259241056,-39.74148397829122,-60.53540974155276
-7.0383430815078345,-15.531726557485433,-24.150912092086,-26.167441282516137,-51.33044231437217,-33.94180163075059,-53.76513942529752
-7.111824959333319,-17.655041160208064,-25.22774586620147,-27.939707146518188,-56.073051087696804,-36.83992330968241,-54.54649943771126
-7.243034539282952,-19.242420794126307,-26.66797297040159,-28.996657325343666,-57.051793480469435,-39.077554137211095,-57.34037202290166
-7.182521366361073,-17.560100306887588,-26.77591374736184,-29.358288069704642,-57.428942069626224,-38.434092219581544,-59.90055950202304
-7.2230940541007564,-19.802963632725135,-26.038642605838728,-29.52029321119392,-57.556936179278914,-44.79334043568156,-57.755274705362055
-7.15106215887727,-17.054161191871486,-25.892140877914137,-27.84257871743433,-54.76200641750687,-38.10829106436098,-55.866776272677605
-7.271258292576711,-17.011445496323322,-28.814226449491994,-28.974555382408674,-60.378765293392085,-37.873683053614656,-57.87226071853001
-7.278607182804658,-17.125700337224124,-26.53526819750026,-29.22288707196392,-57.24091824275024,-40.577900573300624,-57.81006774900066
-7.140650289614734,-15.900068377774945,-26.57590312636468,-29.201793916880323,-57.59882354009832,-37.1921662709171,-57.315279703284645
-7.154309645478146,-15.509319002674436,-28.67186896384115,-31.923364354155353,-64.1154103607109,-39.6969992447151,-62.23242161033824
-7.1479052552639635,-17.251150176696335,-27.066761849580335,-29.025129998968414,-57.12202722494084,-37.837678557976666,-58.238204151817776
-7.096775805042693,-16.558522658849984,-25.18424899320898,-28.2952646743362,-55.06786377518521,-36.66005671430349,-56.412798651448696
-7.028170769748329,-19.717150262173664,-25.445349578068626,-29.00673546312774,-56.31825847044702,-39.25172657553055,-57.158069452864034
-7.1572666599059875,-22.97497312888373,-28.184288067886303,-30.98387390373326,-60.574006543698445,-44.76234709395373,-62.77811588956528
-7.177276505598373,-18.166353180578756,-24.119035421068574,-26.166499692627568,-51.319621999956084,-35.25087100213268,-53.253017039872915
