,1,2,3,4,5,6,7,label,dir
92,-7.11605476424,-15.6683503384,-25.7902882509,-27.8333765375,-58.3270660931,-37.0898961567,-54.645525952,0,/home/marsch/Projects/FlowerDetect-Core/Build/Binary/Hoa Canh Buom/0cos059.png
93,-7.14790525526,-17.2511501767,-27.0667618496,-29.025129999,-57.1220272249,-37.837678558,-58.2382041518,0,/home/marsch/Projects/FlowerDetect-Core/Build/Binary/Hoa Canh Buom/0cos054.png
94,-7.10110213142,-19.2194417967,-26.6729265196,-30.4990831741,-63.4056018283,-40.8878780373,-59.0851763813,0,/home/marsch/Projects/FlowerDetect-Core/Build/Binary/Hoa Canh Buom/0cos178.png
95,-7.23073215883,-17.5706402796,-27.8787144148,-30.3408856539,-59.5566743852,-39.7203654345,-60.2783820746,0,/home/marsch/Projects/FlowerDetect-Core/Build/Binary/Hoa Canh Buom/0cos083.png
96,-7.16696428357,-16.8027372331,-32.826087639,-27.8836283806,-58.6765029334,-36.395757501,-58.5077831853,0,/home/marsch/Projects/FlowerDetect-Core/Build/Binary/Hoa Canh Buom/0cos000.png
97,-7.31756698746,-21.413962164,-26.4311482989,-29.9699862478,-59.5161102885,-41.6891363146,-58.2056603616,0,/home/marsch/Projects/FlowerDetect-Core/Build/Binary/Hoa Canh Buom/0cos024.png
98,-7.18183026927,-17.699193096,-28.273530375,-27.0986153908,-54.8790665255,-36.3111413614,-55.6647840667,0,/home/marsch/Projects/FlowerDetect-Core/Build/Binary/Hoa Canh Buom/0cos183.png
99,-7.03930398889,-15.5957756511,-25.6611068122,-28.9250962241,-57.0078395299,-37.0290400225,-56.3336109347,0,/home/marsch/Projects/FlowerDetect-Core/Build/Binary/Hoa Canh Buom/0cos150.png
100,-7.15235088137,-17.4423809183,-26.447875742,-29.2592942824,-58.266172658,-38.0761981303,-57.1653377329,0,/home/marsch/Projects/FlowerDetect-Core/Build/Binary/Hoa Canh Buom/0cos103.png
101,-7.2323464073,-16.7656019863,-26.1161521971,-29.604053753,-57.5358283082,-38.7624673967,-58.4708214247,0,/home/marsch/Projects/FlowerDetect-Core/Build/Binary/Hoa Canh Buom/0cos056.png
102,-7.21220404829,-18.0599881044,-25.7915116929,-28.2295304234,-55.6443276035,-37.2779388738,-55.5348980429,0,/home/marsch/Projects/FlowerDetect-Core/Build/Binary/Hoa Canh Buom/0cos048.png
103,-7.15152006226,-18.8848295702,-26.4272878802,-29.8525298725,-58.7492777223,-39.3336952587,-58.1167328782,0,/home/marsch/Projects/FlowerDetect-Core/Build/Binary/Hoa Canh Buom/0cos081.png
104,-7.18912218086,-22.5109206459,-26.7170022563,-29.8815100736,-58.1899157232,-41.4986795275,-60.1857892778,0,/home/marsch/Projects/FlowerDetect-Core/Build/Binary/Hoa Canh Buom/0cos079.png
105,-7.20905103297,-17.1142248438,-24.4737051146,-26.7469236248,-52.3668558347,-35.37266132,-54.3375333879,0,/home/marsch/Projects/FlowerDetect-Core/Build/Binary/Hoa Canh Buom/0cos181.png
106,-7.23521492001,-21.0648715069,-28.4360754843,-31.4989058354,-62.7208479149,-42.2297571653,-61.5088255904,0,/home/marsch/Projects/FlowerDetect-Core/Build/Binary/Hoa Canh Buom/0cos002.png
107,-7.22392255205,-20.1458829313,-29.4966340598,-29.6991022277,-60.1857246447,-40.1102257654,-59.3895685089,0,/home/marsch/Projects/FlowerDetect-Core/Build/Binary/Hoa Canh Buom/0cos053.png
