-7.185605724187873911e+00,-1.826240981654249396e+01,-2.296349328023090663e+01,-2.574606306094993613e+01,-5.013323625686710727e+01,-3.563523200870910301e+01,-5.148525290747892313e+01
-7.193046306622774111e+00,-1.762067505956724389e+01,-2.604003306398463380e+01,-2.788946207498785412e+01,-5.579900158142690003e+01,-3.797183221259366093e+01,-5.493613701797347915e+01
-7.148419730300298980e+00,-1.615922154895908847e+01,-2.525879464841315425e+01,-2.736062068498580402e+01,-5.400511118346693706e+01,-3.594695065576559756e+01,-5.402897747332652756e+01
-6.591819129232208141e+00,-1.604840833479783058e+01,-2.240715250922258761e+01,-2.225267652233402771e+01,-4.460272946270723793e+01,-3.071485568701627145e+01,-4.619861567296489824e+01
-7.028091581562707191e+00,-1.544331667923679063e+01,-2.394139680880709520e+01,-2.526220822694941859e+01,-5.053449459497676344e+01,-3.299202630305909878e+01,-5.001564039852764409e+01
-7.227949735487120719e+00,-1.968357333004786369e+01,-2.283104076953433648e+01,-2.882378072931605573e+01,-5.465859617774707147e+01,-3.899996489537325317e+01,-5.676113590859836933e+01
-7.138437121466737700e+00,-1.876373136221920745e+01,-2.762604258353740150e+01,-2.964023104396813935e+01,-5.992059745675439331e+01,-3.902442714910768018e+01,-5.829226453428749721e+01
-7.058619024850173673e+00,-1.665459579589428429e+01,-2.311730630582571067e+01,-2.694146702740265908e+01,-5.226465874406750345e+01,-3.577572991125929036e+01,-5.237642917705003498e+01
-7.177276505598372935e+00,-1.816635318057875637e+01,-2.411903542106857401e+01,-2.616649969262756770e+01,-5.131962199995608387e+01,-3.525087100213268343e+01,-5.325301703987291546e+01
-6.942514657821713620e+00,-1.504004608010367505e+01,-2.261564678192493361e+01,-2.432583999008762632e+01,-4.825824637584209853e+01,-3.255603035432627479e+01,-4.804966477257941193e+01
-7.075445991052334627e+00,-1.934675887772832326e+01,-2.614661018760708444e+01,-2.739305044633991670e+01,-5.416398220662782137e+01,-3.707358046833302012e+01,-5.722242472120912282e+01
-6.373787140919913163e+00,-1.508898457591000053e+01,-1.980455202206543319e+01,-2.126852418941881950e+01,-4.447901110114906942e+01,-2.882070067762813181e+01,-4.180744704514078336e+01
-6.420388580694874392e+00,-1.400526508874490794e+01,-2.096647025526080199e+01,-2.194519086381913908e+01,-4.370011049759460775e+01,-2.895208516843145929e+01,-4.380006687130232024e+01
